foodx,foody,snakex,snakey,reward,previousdirection,currentdirection
280,500,280,270,1,3,down
280,500,280,280,1,3,down
280,500,280,290,1,3,down
280,500,280,300,1,3,down
280,500,280,310,1,3,down
280,500,280,320,1,3,down
280,500,280,330,1,3,down
280,500,280,340,1,3,down
280,500,280,350,1,3,down
280,500,280,360,1,3,down
280,500,280,370,1,3,down
280,500,280,380,1,3,down
280,500,280,390,1,3,down
280,500,280,400,1,3,down
280,500,280,410,1,3,down
280,500,280,420,1,3,down
280,500,280,430,1,3,down
280,500,280,440,1,3,down
280,500,280,450,1,3,down
280,500,280,460,1,3,down
280,500,280,470,1,3,down
280,500,280,480,1,3,down
280,500,280,490,1,3,down
230,530,280,500,100,3,down
230,530,280,510,-1,3,down
230,530,280,520,-1,3,down
230,530,280,530,-1,3,down
230,530,280,530,-1,3,down
230,530,270,530,1,3,left
230,530,260,530,1,0,left
230,530,250,530,1,0,left
230,530,240,530,1,0,left
580,480,230,530,100,0,left
580,480,220,530,1,0,left
580,480,210,530,1,0,left
580,480,200,530,1,0,left
580,480,190,530,1,0,left
580,480,180,530,1,0,left
580,480,170,530,1,0,left
580,480,160,530,1,0,left
580,480,150,530,1,0,left
580,480,140,530,1,0,left
580,480,130,530,1,0,left
580,480,120,530,1,0,left
580,480,110,530,1,0,left
580,480,100,530,1,0,left
580,480,90,530,1,0,left
580,480,80,530,1,0,left
580,480,70,530,1,0,left
580,480,60,530,1,0,left
580,480,50,530,1,0,left
580,480,40,530,1,0,left
580,480,30,530,1,0,left
580,480,20,530,1,0,left
580,480,10,530,1,0,left
580,480,0,530,1,0,left
580,480,590,530,1,0,left
580,480,580,530,-1,0,left
580,480,580,530,-1,0,left
580,480,580,520,1,0,up
580,480,580,510,1,2,up
580,480,580,500,1,2,up
580,480,580,490,1,2,up
450,10,580,480,100,2,up
450,10,580,470,-1,2,up
450,10,580,460,-1,2,up
450,10,580,450,-1,2,up
450,10,580,440,-1,2,up
450,10,580,430,-1,2,up
450,10,580,420,-1,2,up
450,10,580,410,-1,2,up
450,10,580,400,-1,2,up
450,10,580,390,-1,2,up
450,10,580,380,-1,2,up
450,10,580,370,-1,2,up
450,10,580,360,-1,2,up
450,10,580,350,-1,2,up
450,10,580,340,-1,2,up
450,10,580,330,-1,2,up
450,10,580,320,-1,2,up
450,10,580,310,-1,2,up
450,10,580,300,-1,2,up
450,10,580,290,-1,2,up
450,10,580,280,-1,2,up
450,10,580,270,-1,2,up
450,10,580,260,-1,2,up
450,10,580,250,-1,2,up
450,10,580,240,-1,2,up
450,10,580,230,-1,2,up
450,10,580,220,-1,2,up
450,10,580,210,-1,2,up
450,10,580,200,-1,2,up
450,10,580,190,-1,2,up
450,10,580,180,-1,2,up
450,10,580,170,-1,2,up
450,10,580,160,-1,2,up
450,10,580,150,-1,2,up
450,10,580,140,-1,2,up
450,10,580,130,-1,2,up
450,10,580,120,-1,2,up
450,10,580,110,-1,2,up
450,10,580,100,-1,2,up
450,10,580,90,-1,2,up
450,10,580,80,-1,2,up
450,10,580,70,-1,2,up
450,10,580,60,-1,2,up
450,10,580,50,-1,2,up
450,10,580,40,-1,2,up
450,10,580,30,-1,2,up
450,10,580,20,-1,2,up
450,10,580,10,-1,2,up
450,10,580,10,-1,2,up
450,10,570,10,1,2,left
450,10,560,10,1,0,left
450,10,550,10,1,0,left
450,10,540,10,1,0,left
450,10,530,10,1,0,left
450,10,520,10,1,0,left
450,10,510,10,1,0,left
450,10,500,10,1,0,left
450,10,490,10,1,0,left
450,10,480,10,1,0,left
450,10,470,10,1,0,left
450,10,460,10,1,0,left
170,0,450,10,100,0,left
170,0,440,10,1,0,left
170,0,430,10,1,0,left
170,0,420,10,1,0,left
170,0,410,10,1,0,left
170,0,400,10,1,0,left
170,0,390,10,1,0,left
170,0,380,10,1,0,left
170,0,370,10,1,0,left
170,0,360,10,1,0,left
170,0,350,10,1,0,left
170,0,340,10,1,0,left
170,0,330,10,1,0,left
170,0,320,10,1,0,left
170,0,310,10,1,0,left
170,0,300,10,1,0,left
170,0,290,10,1,0,left
170,0,280,10,1,0,left
170,0,270,10,1,0,left
170,0,260,10,1,0,left
170,0,250,10,1,0,left
170,0,240,10,1,0,left
170,0,230,10,1,0,left
170,0,220,10,1,0,left
170,0,210,10,1,0,left
170,0,200,10,1,0,left
170,0,190,10,1,0,left
170,0,180,10,1,0,left
170,0,170,10,-1,0,left
170,0,170,10,-1,0,left
560,170,170,0,100,0,up
560,170,170,590,-1,2,up
560,170,170,580,-1,2,up
560,170,170,570,-1,2,up
560,170,170,560,-1,2,up
560,170,170,550,-1,2,up
560,170,170,540,-1,2,up
560,170,170,530,-1,2,up
560,170,170,520,-1,2,up
560,170,170,510,-1,2,up
560,170,170,500,-1,2,up
560,170,170,490,-1,2,up
560,170,170,480,-1,2,up
560,170,170,470,-1,2,up
560,170,170,460,-1,2,up
560,170,170,450,-1,2,up
560,170,170,440,-1,2,up
560,170,170,430,-1,2,up
560,170,170,420,-1,2,up
560,170,170,410,-1,2,up
560,170,170,400,-1,2,up
560,170,170,390,-1,2,up
560,170,170,380,-1,2,up
560,170,170,370,-1,2,up
560,170,170,360,-1,2,up
560,170,170,350,-1,2,up
560,170,170,340,-1,2,up
560,170,170,330,-1,2,up
560,170,170,320,-1,2,up
560,170,170,310,-1,2,up
560,170,170,300,-1,2,up
560,170,170,290,-1,2,up
560,170,170,280,-1,2,up
560,170,170,270,-1,2,up
560,170,170,260,-1,2,up
560,170,170,250,-1,2,up
560,170,170,240,-1,2,up
560,170,170,230,-1,2,up
560,170,170,220,-1,2,up
560,170,170,210,-1,2,up
560,170,170,200,-1,2,up
560,170,170,190,-1,2,up
560,170,170,180,-1,2,up
560,170,170,170,-1,2,up
560,170,170,170,-1,2,up
560,170,180,170,-1,2,right
560,170,190,170,-1,1,right
560,170,200,170,-1,1,right
560,170,210,170,-1,1,right
560,170,220,170,-1,1,right
560,170,230,170,-1,1,right
560,170,240,170,-1,1,right
560,170,250,170,-1,1,right
560,170,260,170,-1,1,right
560,170,270,170,1,1,right
560,170,280,170,1,1,right
560,170,290,170,1,1,right
560,170,300,170,1,1,right
560,170,310,170,1,1,right
560,170,320,170,1,1,right
560,170,330,170,1,1,right
560,170,340,170,1,1,right
560,170,350,170,1,1,right
560,170,360,170,1,1,right
560,170,370,170,1,1,right
560,170,380,170,1,1,right
560,170,390,170,1,1,right
560,170,400,170,1,1,right
560,170,410,170,1,1,right
560,170,420,170,1,1,right
560,170,430,170,1,1,right
560,170,440,170,1,1,right
560,170,450,170,1,1,right
560,170,460,170,1,1,right
560,170,470,170,1,1,right
560,170,480,170,1,1,right
560,170,490,170,1,1,right
560,170,500,170,1,1,right
560,170,510,170,1,1,right
560,170,520,170,1,1,right
560,170,530,170,1,1,right
560,170,540,170,1,1,right
560,170,550,170,1,1,right
140,270,560,170,100,1,right
140,270,570,170,1,1,right
140,270,580,170,1,1,right
140,270,590,170,1,1,right
140,270,600,170,1,1,right
140,270,0,170,-1,1,right
140,270,10,170,1,1,right
140,270,20,170,1,1,right
140,270,30,170,1,1,right
140,270,40,170,1,1,right
140,270,50,170,1,1,right
140,270,60,170,1,1,right
140,270,70,170,1,1,right
140,270,80,170,1,1,right
140,270,90,170,1,1,right
140,270,100,170,1,1,right
140,270,110,170,1,1,right
140,270,120,170,1,1,right
140,270,130,170,1,1,right
140,270,140,170,-1,1,right
140,270,140,170,-1,1,right
140,270,140,180,1,1,down
140,270,140,190,1,3,down
140,270,140,200,1,3,down
140,270,140,210,1,3,down
140,270,140,220,1,3,down
140,270,140,230,1,3,down
140,270,140,240,1,3,down
140,270,140,250,1,3,down
140,270,140,260,1,3,down
150,40,140,270,100,3,down
150,40,140,280,-1,3,down
150,40,140,290,-1,3,down
150,40,140,300,-1,3,down
150,40,140,310,-1,3,down
150,40,140,320,-1,3,down
150,40,140,330,-1,3,down
150,40,140,340,-1,3,down
150,40,140,350,-1,3,down
150,40,140,360,-1,3,down
150,40,140,370,-1,3,down
150,40,140,380,-1,3,down
150,40,140,390,-1,3,down
150,40,140,400,-1,3,down
150,40,140,410,-1,3,down
150,40,140,420,-1,3,down
150,40,140,430,-1,3,down
150,40,140,440,-1,3,down
150,40,140,450,-1,3,down
150,40,140,460,-1,3,down
150,40,140,470,-1,3,down
150,40,140,480,-1,3,down
150,40,140,490,-1,3,down
150,40,140,500,-1,3,down
150,40,140,510,-1,3,down
150,40,140,520,-1,3,down
150,40,140,530,-1,3,down
150,40,140,540,-1,3,down
150,40,140,550,-1,3,down
150,40,140,560,-1,3,down
150,40,140,570,-1,3,down
150,40,140,580,-1,3,down
150,40,140,590,-1,3,down
150,40,140,600,-1,3,down
150,40,140,0,-1,3,down
150,40,140,10,-1,3,down
150,40,140,20,-1,3,down
150,40,140,30,-1,3,down
150,40,140,40,-1,3,down
150,40,140,40,-1,3,down
510,520,150,40,100,3,right
510,520,160,40,-1,1,right
510,520,170,40,-1,1,right
510,520,180,40,-1,1,right
510,520,190,40,-1,1,right
510,520,200,40,-1,1,right
510,520,210,40,-1,1,right
510,520,220,40,1,1,right
510,520,230,40,1,1,right
510,520,240,40,1,1,right
510,520,250,40,1,1,right
510,520,260,40,1,1,right
510,520,270,40,1,1,right
510,520,280,40,1,1,right
510,520,290,40,1,1,right
510,520,300,40,1,1,right
510,520,310,40,1,1,right
510,520,320,40,1,1,right
510,520,330,40,1,1,right
510,520,340,40,1,1,right
510,520,350,40,1,1,right
510,520,360,40,1,1,right
510,520,370,40,1,1,right
510,520,380,40,1,1,right
510,520,390,40,1,1,right
510,520,400,40,1,1,right
510,520,410,40,1,1,right
510,520,420,40,1,1,right
510,520,430,40,1,1,right
510,520,440,40,1,1,right
510,520,450,40,1,1,right
510,520,460,40,1,1,right
510,520,470,40,1,1,right
510,520,480,40,1,1,right
510,520,490,40,1,1,right
510,520,500,40,1,1,right
510,520,510,40,-1,1,right
510,520,510,40,-1,1,right
510,520,510,50,-1,1,down
510,520,510,60,-1,3,down
510,520,510,70,-1,3,down
510,520,510,80,-1,3,down
510,520,510,90,-1,3,down
510,520,510,100,-1,3,down
510,520,510,110,-1,3,down
510,520,510,120,-1,3,down
510,520,510,130,-1,3,down
510,520,510,140,-1,3,down
510,520,510,150,-1,3,down
510,520,510,160,-1,3,down
510,520,510,170,-1,3,down
510,520,510,180,-1,3,down
510,520,510,190,-1,3,down
510,520,510,200,-1,3,down
510,520,510,210,-1,3,down
510,520,510,220,-1,3,down
510,520,510,230,1,3,down
510,520,510,240,1,3,down
510,520,510,250,1,3,down
510,520,510,260,1,3,down
510,520,510,270,1,3,down
510,520,510,280,1,3,down
510,520,510,290,1,3,down
510,520,510,300,1,3,down
510,520,510,310,1,3,down
510,520,510,320,1,3,down
510,520,510,330,1,3,down
510,520,510,340,1,3,down
510,520,510,350,1,3,down
510,520,510,360,1,3,down
510,520,510,370,1,3,down
510,520,510,380,1,3,down
510,520,510,390,1,3,down
510,520,510,400,1,3,down
510,520,510,410,1,3,down
510,520,510,420,1,3,down
510,520,510,430,1,3,down
510,520,510,440,1,3,down
510,520,510,450,1,3,down
510,520,510,460,1,3,down
510,520,510,470,1,3,down
510,520,510,480,1,3,down
510,520,510,490,1,3,down
510,520,510,500,1,3,down
510,520,510,510,1,3,down
560,310,510,520,100,3,down
560,310,510,530,-1,3,down
560,310,510,540,-1,3,down
560,310,510,550,-1,3,down
560,310,510,560,-1,3,down
560,310,510,570,-1,3,down
560,310,510,580,-1,3,down
560,310,510,590,-1,3,down
560,310,510,600,-1,3,down
560,310,510,0,-1,3,down
560,310,510,10,-1,3,down
560,310,510,20,-1,3,down
560,310,510,30,-1,3,down
560,310,510,40,-1,3,down
560,310,510,50,-1,3,down
560,310,510,60,-1,3,down
560,310,510,70,-1,3,down
560,310,510,80,-1,3,down
560,310,510,90,-1,3,down
560,310,510,100,-1,3,down
560,310,510,110,-1,3,down
560,310,510,120,-1,3,down
560,310,510,130,-1,3,down
560,310,510,140,-1,3,down
560,310,510,150,-1,3,down
560,310,510,160,-1,3,down
560,310,510,170,-1,3,down
560,310,510,180,-1,3,down
560,310,510,190,-1,3,down
560,310,510,200,-1,3,down
560,310,510,210,-1,3,down
560,310,510,220,-1,3,down
560,310,510,230,-1,3,down
560,310,510,240,-1,3,down
560,310,510,250,-1,3,down
560,310,510,260,-1,3,down
560,310,510,270,-1,3,down
560,310,510,280,-1,3,down
560,310,510,290,-1,3,down
560,310,510,300,-1,3,down
560,310,510,310,-1,3,down
560,310,510,310,-1,3,down
560,310,520,310,1,3,right
560,310,530,310,1,1,right
560,310,540,310,1,1,right
560,310,550,310,1,1,right
460,340,560,310,100,1,right
460,340,570,310,-1,1,right
460,340,580,310,-1,1,right
460,340,590,310,-1,1,right
460,340,600,310,-1,1,right
460,340,0,310,-1,1,right
460,340,10,310,-1,1,right
460,340,20,310,-1,1,right
460,340,30,310,-1,1,right
460,340,40,310,-1,1,right
460,340,50,310,-1,1,right
460,340,60,310,-1,1,right
460,340,70,310,-1,1,right
460,340,80,310,-1,1,right
460,340,90,310,-1,1,right
460,340,100,310,-1,1,right
460,340,110,310,-1,1,right
460,340,120,310,-1,1,right
460,340,130,310,-1,1,right
460,340,140,310,-1,1,right
460,340,150,310,-1,1,right
460,340,160,310,-1,1,right
460,340,170,310,1,1,right
460,340,180,310,1,1,right
460,340,190,310,1,1,right
460,340,200,310,1,1,right
460,340,210,310,1,1,right
460,340,220,310,1,1,right
460,340,230,310,1,1,right
460,340,240,310,1,1,right
460,340,250,310,1,1,right
460,340,260,310,1,1,right
460,340,270,310,1,1,right
460,340,280,310,1,1,right
460,340,290,310,1,1,right
460,340,300,310,1,1,right
460,340,310,310,1,1,right
460,340,320,310,1,1,right
460,340,330,310,1,1,right
460,340,340,310,1,1,right
460,340,350,310,1,1,right
460,340,360,310,1,1,right
460,340,370,310,1,1,right
460,340,380,310,1,1,right
460,340,390,310,1,1,right
460,340,400,310,1,1,right
460,340,410,310,1,1,right
460,340,420,310,1,1,right
460,340,430,310,1,1,right
460,340,440,310,1,1,right
460,340,450,310,1,1,right
460,340,460,310,-1,1,right
460,340,460,310,-1,1,right
460,340,460,320,1,1,down
460,340,460,330,1,3,down
570,520,460,340,100,3,down
570,520,460,350,-1,3,down
570,520,460,360,-1,3,down
570,520,460,370,-1,3,down
570,520,460,380,-1,3,down
570,520,460,390,-1,3,down
570,520,460,400,-1,3,down
570,520,460,410,-1,3,down
570,520,460,420,-1,3,down
570,520,460,430,-1,3,down
570,520,460,440,-1,3,down
570,520,460,450,-1,3,down
570,520,460,460,-1,3,down
570,520,460,470,-1,3,down
570,520,460,480,-1,3,down
570,520,460,490,-1,3,down
570,520,460,500,-1,3,down
570,520,460,510,-1,3,down
570,520,460,520,-1,3,down
570,520,460,520,-1,3,down
570,520,470,520,1,3,right
570,520,480,520,1,1,right
570,520,490,520,1,1,right
570,520,500,520,1,1,right
570,520,510,520,1,1,right
570,520,520,520,1,1,right
570,520,530,520,1,1,right
570,520,540,520,1,1,right
570,520,550,520,1,1,right
570,520,560,520,1,1,right
130,490,570,520,100,1,right
130,490,580,520,1,1,right
130,490,590,520,1,1,right
130,490,600,520,1,1,right
130,490,0,520,-1,1,right
130,490,10,520,1,1,right
130,490,20,520,1,1,right
130,490,30,520,1,1,right
130,490,40,520,1,1,right
130,490,50,520,1,1,right
130,490,60,520,1,1,right
130,490,70,520,1,1,right
130,490,80,520,1,1,right
130,490,90,520,1,1,right
130,490,100,520,1,1,right
130,490,110,520,1,1,right
130,490,120,520,1,1,right
130,490,130,520,-1,1,right
130,490,130,520,-1,1,right
130,490,130,510,1,1,up
130,490,130,500,1,2,up
40,200,130,490,100,2,up
40,200,130,480,-1,2,up
40,200,130,470,-1,2,up
40,200,130,460,-1,2,up
40,200,130,450,-1,2,up
40,200,130,440,-1,2,up
40,200,130,430,-1,2,up
40,200,130,420,-1,2,up
40,200,130,410,-1,2,up
40,200,130,400,-1,2,up
40,200,130,390,-1,2,up
40,200,130,380,-1,2,up
40,200,130,370,-1,2,up
40,200,130,360,-1,2,up
40,200,130,350,-1,2,up
40,200,130,340,-1,2,up
40,200,130,330,-1,2,up
40,200,130,320,-1,2,up
40,200,130,310,-1,2,up
40,200,130,300,-1,2,up
40,200,130,290,-1,2,up
40,200,130,280,-1,2,up
40,200,130,270,-1,2,up
40,200,130,260,-1,2,up
40,200,130,250,-1,2,up
40,200,130,240,-1,2,up
40,200,130,230,-1,2,up
40,200,130,220,-1,2,up
40,200,130,210,-1,2,up
40,200,130,200,-1,2,up
40,200,130,200,-1,2,up
40,200,120,200,1,2,left
40,200,110,200,1,0,left
40,200,100,200,1,0,left
40,200,90,200,1,0,left
40,200,80,200,1,0,left
40,200,70,200,1,0,left
40,200,60,200,1,0,left
40,200,50,200,1,0,left
570,0,40,200,100,0,left
570,0,30,200,1,0,left
570,0,20,200,1,0,left
570,0,10,200,1,0,left
570,0,0,200,1,0,left
570,0,590,200,1,0,left
570,0,580,200,1,0,left
570,0,570,200,-1,0,left
570,0,570,200,-1,0,left
570,0,570,190,1,0,up
570,0,570,180,1,2,up
570,0,570,170,1,2,up
570,0,570,160,1,2,up
570,0,570,150,1,2,up
570,0,570,140,1,2,up
570,0,570,130,1,2,up
570,0,570,120,1,2,up
570,0,570,110,1,2,up
570,0,570,100,1,2,up
570,0,570,90,1,2,up
570,0,570,80,1,2,up
570,0,570,70,1,2,up
570,0,570,60,1,2,up
570,0,570,50,1,2,up
570,0,570,40,1,2,up
570,0,570,30,1,2,up
570,0,570,20,1,2,up
570,0,570,10,1,2,up
510,500,570,0,100,2,up
510,500,570,590,-1,2,up
510,500,570,580,-1,2,up
510,500,570,570,-1,2,up
510,500,570,560,-1,2,up
510,500,570,550,-1,2,up
510,500,570,540,-1,2,up
510,500,570,530,-1,2,up
510,500,570,520,-1,2,up
510,500,570,510,-1,2,up
510,500,570,500,-1,2,up
510,500,570,500,-1,2,up
510,500,560,500,1,2,left
510,500,550,500,1,0,left
510,500,540,500,1,0,left
510,500,530,500,1,0,left
510,500,520,500,1,0,left
520,190,510,500,100,0,left
520,190,500,500,-1,0,left
520,190,490,500,-1,0,left
520,190,480,500,-1,0,left
520,190,470,500,-1,0,left
520,190,460,500,-1,0,left
520,190,450,500,-1,0,left
520,190,440,500,-1,0,left
520,190,430,500,-1,0,left
520,190,420,500,-1,0,left
520,190,410,500,-1,0,left
520,190,400,500,-1,0,left
520,190,390,500,-1,0,left
520,190,380,500,-1,0,left
520,190,370,500,-1,0,left
520,190,360,500,-1,0,left
520,190,350,500,-1,0,left
520,190,340,500,-1,0,left
520,190,330,500,-1,0,left
520,190,320,500,-1,0,left
520,190,310,500,-1,0,left
520,190,300,500,-1,0,left
520,190,290,500,-1,0,left
520,190,280,500,-1,0,left
520,190,270,500,-1,0,left
520,190,260,500,-1,0,left
520,190,250,500,-1,0,left
520,190,240,500,-1,0,left
520,190,230,500,-1,0,left
520,190,220,500,-1,0,left
520,190,210,500,1,0,left
520,190,200,500,1,0,left
520,190,190,500,1,0,left
520,190,180,500,1,0,left
520,190,170,500,1,0,left
520,190,160,500,1,0,left
520,190,150,500,1,0,left
520,190,140,500,1,0,left
520,190,130,500,1,0,left
520,190,120,500,1,0,left
520,190,110,500,1,0,left
520,190,100,500,1,0,left
520,190,90,500,1,0,left
520,190,80,500,1,0,left
520,190,70,500,1,0,left
520,190,60,500,1,0,left
520,190,50,500,1,0,left
520,190,40,500,1,0,left
520,190,30,500,1,0,left
520,190,20,500,1,0,left
520,190,10,500,1,0,left
520,190,0,500,1,0,left
520,190,590,500,1,0,left
520,190,580,500,1,0,left
520,190,570,500,1,0,left
520,190,560,500,1,0,left
520,190,550,500,1,0,left
520,190,540,500,1,0,left
520,190,530,500,1,0,left
520,190,520,500,-1,0,left
520,190,520,500,-1,0,left
520,190,520,490,-1,0,up
520,190,520,480,1,2,up
520,190,520,470,1,2,up
520,190,520,460,1,2,up
520,190,520,450,1,2,up
520,190,520,440,1,2,up
520,190,520,430,1,2,up
520,190,520,420,1,2,up
520,190,520,410,1,2,up
520,190,520,400,1,2,up
520,190,520,390,1,2,up
520,190,520,380,1,2,up
520,190,520,370,1,2,up
520,190,520,360,1,2,up
520,190,520,350,1,2,up
520,190,520,340,1,2,up
520,190,520,330,1,2,up
520,190,520,320,1,2,up
520,190,520,310,1,2,up
520,190,520,300,1,2,up
520,190,520,290,1,2,up
520,190,520,280,1,2,up
520,190,520,270,1,2,up
520,190,520,260,1,2,up
520,190,520,250,1,2,up
520,190,520,240,1,2,up
520,190,520,230,1,2,up
520,190,520,220,1,2,up
520,190,520,210,1,2,up
520,190,520,200,1,2,up
290,350,520,190,100,2,up
290,350,520,180,-1,2,up
290,350,520,170,-1,2,up
290,350,520,160,-1,2,up
290,350,520,150,-1,2,up
290,350,520,140,-1,2,up
290,350,520,130,-1,2,up
290,350,520,120,-1,2,up
290,350,520,110,-1,2,up
290,350,520,100,-1,2,up
290,350,520,90,-1,2,up
290,350,520,80,-1,2,up
290,350,520,70,-1,2,up
290,350,520,60,-1,2,up
290,350,520,50,-1,2,up
290,350,520,40,-1,2,up
290,350,520,30,-1,2,up
290,350,520,20,-1,2,up
290,350,520,10,-1,2,up
290,350,520,0,-1,2,up
290,350,520,590,-1,2,up
290,350,520,580,-1,2,up
290,350,520,570,-1,2,up
290,350,520,560,-1,2,up
290,350,520,550,-1,2,up
290,350,520,540,-1,2,up
290,350,520,530,-1,2,up
290,350,520,520,-1,2,up
290,350,520,510,-1,2,up
290,350,520,500,-1,2,up
290,350,520,490,-1,2,up
290,350,520,480,-1,2,up
290,350,520,470,-1,2,up
290,350,520,460,-1,2,up
290,350,520,450,-1,2,up
290,350,520,440,-1,2,up
290,350,520,430,-1,2,up
290,350,520,420,-1,2,up
290,350,520,410,-1,2,up
290,350,520,400,-1,2,up
290,350,520,390,-1,2,up
290,350,520,380,-1,2,up
290,350,520,370,-1,2,up
290,350,520,360,-1,2,up
290,350,520,350,-1,2,up
290,350,520,350,-1,2,up
290,350,510,350,1,2,left
290,350,500,350,1,0,left
290,350,490,350,1,0,left
290,350,480,350,1,0,left
290,350,470,350,1,0,left
290,350,460,350,1,0,left
290,350,450,350,1,0,left
290,350,440,350,1,0,left
290,350,430,350,1,0,left
290,350,420,350,1,0,left
290,350,410,350,1,0,left
290,350,400,350,1,0,left
290,350,390,350,1,0,left
290,350,380,350,1,0,left
290,350,370,350,1,0,left
290,350,360,350,1,0,left
290,350,350,350,1,0,left
290,350,340,350,1,0,left
290,350,330,350,1,0,left
290,350,320,350,1,0,left
290,350,310,350,1,0,left
290,350,300,350,1,0,left
150,200,290,350,100,0,left
150,200,280,350,1,0,left
150,200,270,350,1,0,left
150,200,260,350,1,0,left
150,200,250,350,1,0,left
150,200,240,350,1,0,left
150,200,230,350,1,0,left
150,200,220,350,1,0,left
150,200,210,350,1,0,left
150,200,200,350,1,0,left
150,200,190,350,1,0,left
150,200,180,350,1,0,left
150,200,170,350,1,0,left
150,200,160,350,1,0,left
150,200,150,350,-1,0,left
150,200,150,350,-1,0,left
150,200,150,340,1,0,up
150,200,150,330,1,2,up
150,200,150,320,1,2,up
150,200,150,310,1,2,up
150,200,150,300,1,2,up
150,200,150,290,1,2,up
150,200,150,280,1,2,up
150,200,150,270,1,2,up
150,200,150,260,1,2,up
150,200,150,250,1,2,up
150,200,150,240,1,2,up
150,200,150,230,1,2,up
150,200,150,220,1,2,up
150,200,150,210,1,2,up
440,170,150,200,100,2,up
440,170,150,190,-1,2,up
440,170,150,180,-1,2,up
440,170,150,170,-1,2,up
440,170,150,170,-1,2,up
440,170,160,170,1,2,right
440,170,170,170,1,1,right
440,170,180,170,1,1,right
440,170,190,170,1,1,right
440,170,200,170,1,1,right
440,170,210,170,1,1,right
440,170,220,170,1,1,right
440,170,230,170,1,1,right
440,170,240,170,1,1,right
440,170,250,170,1,1,right
440,170,260,170,1,1,right
440,170,270,170,1,1,right
440,170,280,170,1,1,right
440,170,290,170,1,1,right
440,170,300,170,1,1,right
440,170,310,170,1,1,right
440,170,320,170,1,1,right
440,170,330,170,1,1,right
440,170,340,170,1,1,right
440,170,350,170,1,1,right
440,170,360,170,1,1,right
440,170,370,170,1,1,right
440,170,380,170,1,1,right
440,170,390,170,1,1,right
440,170,400,170,1,1,right
440,170,410,170,1,1,right
440,170,420,170,1,1,right
440,170,430,170,1,1,right
150,530,440,170,100,1,right
150,530,450,170,-1,1,right
150,530,460,170,1,1,right
150,530,470,170,1,1,right
150,530,480,170,1,1,right
150,530,490,170,1,1,right
150,530,500,170,1,1,right
150,530,510,170,1,1,right
150,530,520,170,1,1,right
150,530,530,170,1,1,right
150,530,540,170,1,1,right
150,530,550,170,1,1,right
150,530,560,170,1,1,right
150,530,570,170,1,1,right
150,530,580,170,1,1,right
150,530,590,170,1,1,right
150,530,600,170,1,1,right
150,530,0,170,-1,1,right
150,530,10,170,1,1,right
150,530,20,170,1,1,right
150,530,30,170,1,1,right
150,530,40,170,1,1,right
150,530,50,170,1,1,right
150,530,60,170,1,1,right
150,530,70,170,1,1,right
150,530,80,170,1,1,right
150,530,90,170,1,1,right
150,530,100,170,1,1,right
150,530,110,170,1,1,right
150,530,120,170,1,1,right
150,530,130,170,1,1,right
150,530,140,170,1,1,right
150,530,150,170,-1,1,right
150,530,150,170,-1,1,right
150,530,150,180,-1,1,down
150,530,150,190,-1,3,down
150,530,150,200,-1,3,down
150,530,150,210,-1,3,down
150,530,150,220,-1,3,down
150,530,150,230,-1,3,down
150,530,150,240,1,3,down
150,530,150,250,1,3,down
150,530,150,260,1,3,down
150,530,150,270,1,3,down
150,530,150,280,1,3,down
150,530,150,290,1,3,down
150,530,150,300,1,3,down
150,530,150,310,1,3,down
150,530,150,320,1,3,down
150,530,150,330,1,3,down
150,530,150,340,1,3,down
150,530,150,350,1,3,down
150,530,150,360,1,3,down
150,530,150,370,1,3,down
150,530,150,380,1,3,down
150,530,150,390,1,3,down
150,530,150,400,1,3,down
150,530,150,410,1,3,down
150,530,150,420,1,3,down
150,530,150,430,1,3,down
150,530,150,440,1,3,down
150,530,150,450,1,3,down
150,530,150,460,1,3,down
150,530,150,470,1,3,down
150,530,150,480,1,3,down
150,530,150,490,1,3,down
150,530,150,500,1,3,down
150,530,150,510,1,3,down
150,530,150,520,1,3,down
550,90,150,530,100,3,down
550,90,150,540,-1,3,down
550,90,150,550,-1,3,down
550,90,150,560,-1,3,down
550,90,150,570,-1,3,down
550,90,150,580,-1,3,down
550,90,150,590,-1,3,down
550,90,150,600,-1,3,down
550,90,150,0,-1,3,down
550,90,150,10,-1,3,down
550,90,150,20,-1,3,down
550,90,150,30,-1,3,down
550,90,150,40,-1,3,down
550,90,150,50,-1,3,down
550,90,150,60,-1,3,down
550,90,150,70,-1,3,down
550,90,150,80,-1,3,down
550,90,150,90,-1,3,down
550,90,150,90,-1,3,down
550,90,160,90,-1,3,right
550,90,170,90,-1,1,right
550,90,180,90,-1,1,right
550,90,190,90,-1,1,right
550,90,200,90,-1,1,right
550,90,210,90,-1,1,right
550,90,220,90,-1,1,right
550,90,230,90,-1,1,right
550,90,240,90,-1,1,right
550,90,250,90,-1,1,right
550,90,260,90,1,1,right
550,90,270,90,1,1,right
550,90,280,90,1,1,right
550,90,290,90,1,1,right
550,90,300,90,1,1,right
550,90,310,90,1,1,right
550,90,320,90,1,1,right
550,90,330,90,1,1,right
550,90,340,90,1,1,right
550,90,350,90,1,1,right
550,90,360,90,1,1,right
550,90,370,90,1,1,right
550,90,380,90,1,1,right
550,90,390,90,1,1,right
550,90,400,90,1,1,right
550,90,410,90,1,1,right
550,90,420,90,1,1,right
550,90,430,90,1,1,right
550,90,440,90,1,1,right
